Dates,EURUSD Exchange rate,ECBRateFutures,EuroStoxx 50 (Equity Markets)
21-03-2019,1.1374,-0.37,3367.4
22-03-2019,1.1302,-0.37,3305.73
25-03-2019,1.1312,-0.37,3300.48
26-03-2019,1.1266,-0.37,3319.53
27-03-2019,1.1244,-0.37,3322.04
28-03-2019,1.1221,-0.37,3320.29
29-03-2019,1.1218,-0.36,3351.71
01-04-2019,1.1213,-0.37,3385.38
02-04-2019,1.1204,-0.37,3395.7
03-04-2019,1.1233,-0.37,3435.56
04-04-2019,1.1221,-0.37,3441.93
05-04-2019,1.1216,-0.37,3447.47
08-04-2019,1.1263,-0.37,3438.06
09-04-2019,1.1263,-0.37,3417.22
10-04-2019,1.1274,-0.37,3424.65
11-04-2019,1.1253,-0.37,3435.34
12-04-2019,1.1299,-0.36,3447.83
15-04-2019,1.1304,-0.37,3450.46
16-04-2019,1.1281,-0.37,3463.36
17-04-2019,1.1296,-0.37,3477.73
18-04-2019,1.123,-0.37,3499.23
19-04-2019,1.1245,,
22-04-2019,1.1257,,
23-04-2019,1.1227,-0.37,3503.85
24-04-2019,1.1155,-0.37,3502.63
25-04-2019,1.1132,-0.37,3491.92
26-04-2019,1.1151,-0.37,3500.41
29-04-2019,1.1186,-0.37,3501.94
30-04-2019,1.1215,-0.36,3514.62
01-05-2019,1.1196,,3514.62
02-05-2019,1.1172,-0.36,3488.93
03-05-2019,1.1198,-0.36,3502.48
06-05-2019,1.1199,-0.36,3462.95
07-05-2019,1.1191,-0.36,3401.16
08-05-2019,1.1192,-0.37,3417.26
09-05-2019,1.1215,-0.36,3350.71
10-05-2019,1.1233,-0.36,3361.05
13-05-2019,1.1222,-0.37,3320.78
14-05-2019,1.1204,-0.37,3364.38
15-05-2019,1.1201,-0.37,3385.78
16-05-2019,1.1174,-0.37,3438.56
17-05-2019,1.1158,-0.37,3425.64
20-05-2019,1.1166,-0.37,3369.78
21-05-2019,1.1161,-0.37,3386.51
22-05-2019,1.115,-0.37,3386.72
23-05-2019,1.1181,-0.37,3327.2
24-05-2019,1.1203,-0.37,3350.7
27-05-2019,1.1194,-0.37,3364.04
28-05-2019,1.116,-0.37,3348.86
29-05-2019,1.1131,-0.37,3297.81
30-05-2019,1.1129,-0.37,3318.15
31-05-2019,1.1169,-0.36,3280.43
03-06-2019,1.1241,-0.36,3300.22
04-06-2019,1.1252,-0.36,3333.49
05-06-2019,1.1221,-0.37,3339.95
06-06-2019,1.1276,-0.37,3338.41
07-06-2019,1.1334,-0.25,3378.38
10-06-2019,1.1312,-0.37,3386.45
11-06-2019,1.1326,-0.37,3401.1
12-06-2019,1.1287,-0.37,3386.63
13-06-2019,1.1276,-0.36,3390.5
14-06-2019,1.1208,-0.37,3379.19
17-06-2019,1.1218,-0.37,3383.21
18-06-2019,1.1194,-0.37,3452.89
19-06-2019,1.1226,-0.38,3454.7
20-06-2019,1.1293,-0.37,3468.08
21-06-2019,1.1369,-0.37,3466.92
24-06-2019,1.1399,-0.36,3455.57
25-06-2019,1.1367,-0.37,3444.36
26-06-2019,1.1369,-0.37,3442.95
27-06-2019,1.1369,-0.36,3442.38
28-06-2019,1.1373,-0.36,3473.69
01-07-2019,1.1286,-0.37,3497.59
02-07-2019,1.1285,-0.37,3507.98
03-07-2019,1.1278,-0.37,3540.63
04-07-2019,1.1285,-0.37,3544.15
05-07-2019,1.1225,-0.37,3527.98
08-07-2019,1.1214,-0.37,3523.76
09-07-2019,1.1208,-0.37,3509.75
10-07-2019,1.1251,-0.37,3501.52
11-07-2019,1.1254,-0.37,3496.73
12-07-2019,1.127,-0.37,3497.63
15-07-2019,1.1258,-0.37,3502.22
16-07-2019,1.1211,-0.37,3521.36
17-07-2019,1.1224,-0.37,3501.58
18-07-2019,1.1277,-0.37,3482.83
19-07-2019,1.1221,-0.37,3480.18
22-07-2019,1.1209,-0.37,3489.92
23-07-2019,1.1152,-0.37,3532.87
24-07-2019,1.114,-0.36,3532.9
25-07-2019,1.1147,-0.36,3510.15
26-07-2019,1.1128,-0.37,3524.47
29-07-2019,1.1145,-0.37,3523.58
30-07-2019,1.1155,-0.36,3462.85
31-07-2019,1.1076,-0.36,3466.85
01-08-2019,1.1085,-0.36,3490.03
02-08-2019,1.1108,-0.36,3376.12
05-08-2019,1.1203,-0.36,3310.93
06-08-2019,1.1199,-0.36,3291.66
07-08-2019,1.1199,-0.36,3309.99
08-08-2019,1.118,-0.35,3375.38
09-08-2019,1.12,-0.36,3333.74
12-08-2019,1.1214,-0.36,3326.55
13-08-2019,1.1171,-0.36,3357.16
14-08-2019,1.1139,-0.36,3288.7
15-08-2019,1.1107,-0.36,3282.78
16-08-2019,1.109,-0.36,3329.08
19-08-2019,1.1078,-0.36,3369.19
20-08-2019,1.11,-0.36,3350.23
21-08-2019,1.1085,-0.37,3394.89
22-08-2019,1.108,-0.36,3373.67
23-08-2019,1.1144,-0.36,3334.25
26-08-2019,1.1102,-0.36,3348.84
27-08-2019,1.109,-0.36,3370.47
28-08-2019,1.1078,-0.37,3365.38
29-08-2019,1.1057,-0.36,3411.33
30-08-2019,1.0982,-0.36,3426.76
02-09-2019,1.097,-0.36,3432.54
03-09-2019,1.0974,-0.36,3420.74
04-09-2019,1.1035,-0.36,3450.83
05-09-2019,1.1035,-0.36,3484.7
06-09-2019,1.1029,-0.36,3495.19
09-09-2019,1.1048,-0.36,3495.02
10-09-2019,1.1043,-0.36,3498.99
11-09-2019,1.101,-0.37,3516.82
12-09-2019,1.1065,-0.37,3538.86
13-09-2019,1.1073,-0.37,3550.11
16-09-2019,1.1001,-0.37,3518.45
17-09-2019,1.1073,-0.37,3521.26
18-09-2019,1.103,-0.46,3528.04
19-09-2019,1.1041,-0.46,3552.65
20-09-2019,1.1017,-0.46,3571.39
23-09-2019,1.0993,-0.46,3536.97
24-09-2019,1.102,-0.45,3532.05
25-09-2019,1.0943,-0.46,3513.03
26-09-2019,1.0921,-0.46,3532.18
27-09-2019,1.094,-0.45,3545.88
30-09-2019,1.0899,-0.45,3569.45
01-10-2019,1.0933,-0.46,3518.25
02-10-2019,1.0959,-0.47,3413.31
03-10-2019,1.0965,-0.47,3417.37
04-10-2019,1.0979,-0.47,3446.71
07-10-2019,1.0971,-0.47,3471.24
08-10-2019,1.0957,-0.47,3432.76
09-10-2019,1.0971,-0.47,3462.11
10-10-2019,1.1005,-0.47,3493.96
11-10-2019,1.1042,-0.46,3569.92
14-10-2019,1.1027,-0.46,3556.26
15-10-2019,1.1033,-0.47,3598.65
16-10-2019,1.1072,-0.46,3599.25
17-10-2019,1.1125,-0.46,3588.62
18-10-2019,1.1167,-0.46,3579.41
21-10-2019,1.115,-0.46,3600.08
22-10-2019,1.1125,-0.46,3604.82
23-10-2019,1.113,-0.46,3606.89
24-10-2019,1.1104,-0.46,3621.37
25-10-2019,1.108,-0.46,3624.68
28-10-2019,1.11,-0.46,3625.69
29-10-2019,1.1112,-0.46,3622.09
30-10-2019,1.1151,-0.46,3620.29
31-10-2019,1.1152,-0.46,3604.41
01-11-2019,1.1166,-0.46,3623.74
04-11-2019,1.1128,-0.45,3665.21
05-11-2019,1.1075,-0.46,3676.52
06-11-2019,1.1066,-0.45,3688.74
07-11-2019,1.105,-0.45,3706.68
08-11-2019,1.1018,-0.46,3699.65
11-11-2019,1.1033,-0.46,3696.82
12-11-2019,1.1009,-0.45,3712.2
13-11-2019,1.1007,-0.45,3699.5
14-11-2019,1.1022,-0.45,3688.81
15-11-2019,1.1051,-0.46,3711.61
18-11-2019,1.1072,-0.46,3704.92
19-11-2019,1.1078,-0.46,3696.56
20-11-2019,1.1073,-0.43,3683.88
21-11-2019,1.1059,-0.46,3679.66
22-11-2019,1.1021,-0.45,3687.32
25-11-2019,1.1014,-0.45,3707.68
26-11-2019,1.1021,-0.45,3705.55
27-11-2019,1.0999,-0.45,3712.85
28-11-2019,1.1009,-0.45,3704.48
29-11-2019,1.1018,-0.45,3703.58
02-12-2019,1.1079,-0.46,3626.66
03-12-2019,1.1082,-0.45,3610.99
04-12-2019,1.1078,-0.46,3660.02
05-12-2019,1.1104,-0.46,3648.13
06-12-2019,1.106,-0.46,3692.34
09-12-2019,1.1064,-0.46,3672.18
10-12-2019,1.1092,-0.46,3671.78
11-12-2019,1.113,-0.46,3687.45
12-12-2019,1.113,-0.46,3706.35
13-12-2019,1.1121,-0.46,3731.07
16-12-2019,1.1144,-0.46,3772.74
17-12-2019,1.115,-0.45,3745.28
18-12-2019,1.1114,-0.46,3739
19-12-2019,1.1122,-0.46,3739.17
20-12-2019,1.1079,-0.46,3776.56
23-12-2019,1.1089,-0.46,3776.66
24-12-2019,1.1089,-0.46,3774.39
25-12-2019,1.1093,,
26-12-2019,1.1098,,
27-12-2019,1.1177,-0.46,3782.27
30-12-2019,1.1199,-0.46,3748.47
31-12-2019,1.1213,-0.45,3745.15
01-01-2020,1.1212,,
02-01-2020,1.1172,-0.45,3793.24
03-01-2020,1.1161,-0.45,3773.37
06-01-2020,1.1197,-0.45,3752.52
07-01-2020,1.1153,-0.46,3759.25
08-01-2020,1.1105,-0.45,3772.56
09-01-2020,1.1106,-0.45,3795.88
10-01-2020,1.1121,-0.45,3789.52
13-01-2020,1.1134,-0.45,3779.68
14-01-2020,1.1128,-0.45,3774.88
15-01-2020,1.115,-0.45,3768.96
16-01-2020,1.1137,-0.45,3774.14
17-01-2020,1.1092,-0.45,3808.26
20-01-2020,1.1095,-0.45,3799.03
21-01-2020,1.1082,-0.45,3789.12
22-01-2020,1.1093,-0.45,3769.79
23-01-2020,1.1055,-0.45,3736.85
24-01-2020,1.1025,-0.45,3779.16
27-01-2020,1.1019,-0.45,3677.84
28-01-2020,1.1022,-0.45,3719.22
29-01-2020,1.101,-0.46,3736.36
30-01-2020,1.1032,-0.45,3690.78
31-01-2020,1.1093,-0.45,3640.91
03-02-2020,1.106,-0.45,3661.27
04-02-2020,1.1044,-0.45,3732.28
05-02-2020,1.0999,-0.45,3777.84
06-02-2020,1.0983,-0.45,3805.52
07-02-2020,1.0946,-0.45,3798.49
10-02-2020,1.0911,-0.45,3793.18
11-02-2020,1.0916,-0.46,3825.84
12-02-2020,1.0874,-0.46,3854.43
13-02-2020,1.0841,-0.46,3846.74
14-02-2020,1.0831,-0.45,3840.97
17-02-2020,1.0836,-0.46,3853.27
18-02-2020,1.0792,-0.45,3836.54
19-02-2020,1.0805,-0.45,3865.18
20-02-2020,1.0785,-0.45,3822.98
21-02-2020,1.0847,-0.45,3800.38
24-02-2020,1.0854,-0.46,3647.98
25-02-2020,1.0882,-0.45,3572.51
26-02-2020,1.0881,-0.45,3577.68
27-02-2020,1.1001,-0.45,3455.92
28-02-2020,1.1026,-0.46,3329.49
02-03-2020,1.1134,-0.46,3338.83
03-03-2020,1.1173,-0.46,3371.97
04-03-2020,1.1136,-0.46,3420.56
05-03-2020,1.1237,-0.46,3363.58
06-03-2020,1.1284,-0.46,3232.07
09-03-2020,1.145,-0.45,2959.07
10-03-2020,1.1281,-0.46,2910.02
11-03-2020,1.127,-0.46,2905.56
12-03-2020,1.1185,-0.46,2545.23
13-03-2020,1.1107,-0.46,2586.02
16-03-2020,1.1183,-0.45,2450.37
17-03-2020,1.0997,-0.45,2530.5
18-03-2020,1.0915,-0.44,2385.82
19-03-2020,1.0692,-0.44,2454.08
20-03-2020,1.0688,-0.44,2548.5
23-03-2020,1.0726,-0.44,2485.54
24-03-2020,1.0788,-0.44,2715.11
25-03-2020,1.0882,-0.44,2800.14
26-03-2020,1.1032,-0.44,2847.78
27-03-2020,1.1141,-0.44,2728.65
30-03-2020,1.1048,-0.44,2765.62
31-03-2020,1.1031,-0.44,2786.9
01-04-2020,1.0964,-0.44,2680.3
02-04-2020,1.0858,-0.45,2688.49
03-04-2020,1.0801,-0.45,2662.99
06-04-2020,1.0793,-0.45,2795.97
07-04-2020,1.0892,-0.45,2857.67
08-04-2020,1.0858,-0.45,2851.27
09-04-2020,1.093,-0.45,2892.79
10-04-2020,1.0937,,
13-04-2020,1.0914,,
14-04-2020,1.098,-0.45,2917.74
15-04-2020,1.091,-0.45,2808.2
16-04-2020,1.084,-0.45,2812.35
17-04-2020,1.0875,-0.45,2888.3
20-04-2020,1.0862,-0.46,2909.5
21-04-2020,1.0858,-0.46,2791.34
22-04-2020,1.0823,-0.45,2834.9
23-04-2020,1.0777,-0.45,2852.46
24-04-2020,1.0823,-0.45,2809.07
27-04-2020,1.0829,-0.45,2882.09
28-04-2020,1.082,-0.46,2932.06
29-04-2020,1.0873,-0.46,2996.08
30-04-2020,1.0955,-0.45,2927.93
01-05-2020,1.0981,,2927.93
04-05-2020,1.0907,-0.46,2816.48
05-05-2020,1.084,-0.45,2875.91
06-05-2020,1.0795,-0.46,2843.76
07-05-2020,1.0834,-0.46,2880.6
08-05-2020,1.0839,-0.46,2908.11
11-05-2020,1.0807,-0.46,2883.75
12-05-2020,1.0848,-0.46,2884.2
13-05-2020,1.0818,-0.46,2810.55
14-05-2020,1.0805,-0.46,2760.23
15-05-2020,1.082,-0.46,2770.7
18-05-2020,1.0913,-0.46,2911.88
19-05-2020,1.0923,-0.46,2902.58
20-05-2020,1.098,-0.46,2942.39
21-05-2020,1.095,-0.46,2904.98
22-05-2020,1.0901,-0.45,2905.47
25-05-2020,1.0898,-0.46,2971.35
26-05-2020,1.0982,-0.46,2999.22
27-05-2020,1.1006,-0.46,3051.08
28-05-2020,1.1077,-0.46,3094.47
29-05-2020,1.1101,-0.46,3050.2
01-06-2020,1.1136,-0.46,3077.92
02-06-2020,1.117,-0.46,3159.02
03-06-2020,1.1233,-0.46,3269.59
04-06-2020,1.1338,-0.46,3261.67
05-06-2020,1.1292,-0.46,3384.29
08-06-2020,1.1294,-0.46,3366.29
09-06-2020,1.134,-0.46,3320.71
10-06-2020,1.1374,-0.46,3293.71
11-06-2020,1.1299,-0.46,3144.57
12-06-2020,1.1256,-0.46,3153.74
15-06-2020,1.1323,-0.46,3136.4
16-06-2020,1.1264,-0.46,3242.65
17-06-2020,1.1244,-0.46,3267.26
18-06-2020,1.1205,-0.46,3249.9
19-06-2020,1.1178,-0.46,3269.1
22-06-2020,1.1261,-0.46,3241.69
23-06-2020,1.1308,-0.46,3298.83
24-06-2020,1.1251,-0.46,3196.12
25-06-2020,1.1218,-0.46,3218.91
26-06-2020,1.1219,-0.46,3204.17
29-06-2020,1.1242,-0.46,3232.02
30-06-2020,1.1234,-0.47,3234.07
01-07-2020,1.1251,-0.46,3228.45
02-07-2020,1.1239,-0.46,3320.09
03-07-2020,1.1248,-0.46,3294.38
06-07-2020,1.1309,-0.46,3350.03
07-07-2020,1.1274,-0.46,3321.56
08-07-2020,1.133,-0.46,3286.09
09-07-2020,1.1285,-0.46,3261.17
10-07-2020,1.13,-0.46,3296.22
13-07-2020,1.1344,-0.47,3350
14-07-2020,1.14,-0.47,3321.39
15-07-2020,1.1412,-0.47,3378.21
16-07-2020,1.1384,-0.46,3365.35
17-07-2020,1.1428,-0.47,3365.6
20-07-2020,1.1448,-0.47,3388.34
21-07-2020,1.1527,-0.46,3405.35
22-07-2020,1.157,-0.46,3370.76
23-07-2020,1.1596,-0.46,3371.74
24-07-2020,1.1656,-0.47,3310.89
27-07-2020,1.1752,-0.47,3302.84
28-07-2020,1.1716,-0.47,3303.56
29-07-2020,1.1792,-0.47,3300.16
30-07-2020,1.1847,-0.47,3208.2
31-07-2020,1.1778,-0.46,3174.32
03-08-2020,1.1762,-0.47,3248.28
04-08-2020,1.1803,-0.47,3254.29
05-08-2020,1.1863,-0.47,3268.38
06-08-2020,1.1877,-0.47,3240.39
07-08-2020,1.1787,-0.47,3252.65
10-08-2020,1.1738,-0.47,3259.71
11-08-2020,1.174,-0.47,3332.12
12-08-2020,1.1784,-0.47,3363.18
13-08-2020,1.1814,-0.47,3342.85
14-08-2020,1.1842,-0.46,3305.05
17-08-2020,1.187,-0.47,3305.85
18-08-2020,1.1931,-0.47,3289.64
19-08-2020,1.1838,-0.47,3317.62
20-08-2020,1.186,-0.47,3273.98
21-08-2020,1.1797,-0.47,3259.75
24-08-2020,1.1788,-0.47,3331.74
25-08-2020,1.1835,-0.47,3329.71
26-08-2020,1.183,-0.47,3356.76
27-08-2020,1.1822,-0.47,3331.04
28-08-2020,1.1903,-0.47,3315.54
31-08-2020,1.1936,-0.47,3272.51
01-09-2020,1.1912,-0.47,3277.58
02-09-2020,1.1855,-0.47,3337.77
03-09-2020,1.1852,-0.47,3304.22
04-09-2020,1.1838,-0.47,3260.59
07-09-2020,1.1817,-0.47,3314.07
08-09-2020,1.1778,-0.47,3267.37
09-09-2020,1.1803,-0.47,3324.83
10-09-2020,1.1815,-0.47,3312.77
11-09-2020,1.1846,-0.47,3315.81
14-09-2020,1.1866,-0.47,3316.79
15-09-2020,1.1847,-0.47,3332.26
16-09-2020,1.1816,-0.47,3338.84
17-09-2020,1.1848,-0.47,3316.57
18-09-2020,1.184,-0.47,3283.69
21-09-2020,1.1771,-0.47,3160.95
22-09-2020,1.1708,-0.47,3164.13
23-09-2020,1.166,-0.47,3180.11
24-09-2020,1.1672,-0.47,3159.64
25-09-2020,1.1631,-0.47,3137.06
28-09-2020,1.1666,-0.47,3223.19
29-09-2020,1.1744,-0.47,3214.3
30-09-2020,1.1721,-0.48,3193.61
01-10-2020,1.1748,-0.47,3194.09
02-10-2020,1.1716,-0.47,3190.93
05-10-2020,1.1783,-0.47,3220.22
06-10-2020,1.1734,-0.47,3233.3
07-10-2020,1.1763,-0.47,3233.43
08-10-2020,1.1759,-0.47,3255.76
09-10-2020,1.1826,-0.47,3273.12
12-10-2020,1.1813,-0.47,3298.12
13-10-2020,1.1746,-0.47,3279.19
14-10-2020,1.1746,-0.47,3273.28
15-10-2020,1.1708,-0.47,3192.69
16-10-2020,1.1718,-0.47,3245.47
19-10-2020,1.1769,-0.47,3242.51
20-10-2020,1.1822,-0.47,3227.87
21-10-2020,1.1861,-0.47,3180.7
22-10-2020,1.1818,-0.47,3171.41
23-10-2020,1.186,-0.47,3198.86
26-10-2020,1.181,-0.47,3105.25
27-10-2020,1.1796,-0.47,3070.6
28-10-2020,1.1746,-0.47,2963.54
29-10-2020,1.1674,-0.47,2960.03
30-10-2020,1.1647,-0.47,2958.21
02-11-2020,1.1641,-0.47,3019.54
03-11-2020,1.1715,-0.47,3098.72
04-11-2020,1.1726,-0.47,3161.07
05-11-2020,1.1826,-0.47,3215.56
06-11-2020,1.1874,-0.47,3204.05
09-11-2020,1.1813,-0.47,3407.91
10-11-2020,1.1815,-0.47,3442.62
11-11-2020,1.1777,-0.47,3467.3
12-11-2020,1.1806,-0.46,3428.2
13-11-2020,1.1834,-0.47,3432.07
16-11-2020,1.1852,-0.47,3466.21
17-11-2020,1.1862,-0.47,3468.48
18-11-2020,1.1853,-0.47,3482.17
19-11-2020,1.1875,-0.47,3451.97
20-11-2020,1.1857,-0.47,3467.6
23-11-2020,1.1841,-0.47,3463.04
24-11-2020,1.1892,-0.47,3507.98
25-11-2020,1.1917,-0.47,3511.9
26-11-2020,1.1913,-0.47,3510.94
27-11-2020,1.1963,-0.47,3527.79
30-11-2020,1.1927,-0.48,3492.54
01-12-2020,1.2071,-0.47,3525.24
02-12-2020,1.2115,-0.47,3521.32
03-12-2020,1.2144,-0.47,3517.1
04-12-2020,1.2121,-0.47,3539.27
07-12-2020,1.2109,-0.47,3530.08
08-12-2020,1.2104,-0.47,3525.87
09-12-2020,1.2081,-0.47,3529.02
10-12-2020,1.2138,-0.47,3522.31
11-12-2020,1.2112,-0.47,3485.84
14-12-2020,1.2144,-0.47,3503.96
15-12-2020,1.2151,-0.47,3521.5
16-12-2020,1.22,-0.47,3543
17-12-2020,1.2268,-0.47,3560.87
18-12-2020,1.2257,-0.47,3545.74
21-12-2020,1.2244,-0.47,3448.68
22-12-2020,1.2163,-0.47,3497.49
23-12-2020,1.2187,-0.47,3539.26
24-12-2020,1.2187,-0.47,3543.28
25-12-2020,1.2193,,
28-12-2020,1.2216,-0.47,3575.41
29-12-2020,1.2249,-0.47,3581.37
30-12-2020,1.2298,-0.47,3571.59
31-12-2020,1.2216,-0.5,3552.64
01-01-2021,1.2215,,
04-01-2021,1.2248,-0.48,3564.39
05-01-2021,1.2298,-0.48,3547.85
06-01-2021,1.2327,-0.48,3611.08
07-01-2021,1.2272,-0.48,3622.42
08-01-2021,1.2218,-0.48,3645.05
11-01-2021,1.2151,-0.48,3620.62
12-01-2021,1.2207,-0.48,3612.13
13-01-2021,1.2157,-0.48,3616.51
14-01-2021,1.2155,-0.48,3641.37
15-01-2021,1.2082,-0.48,3599.55
18-01-2021,1.2077,-0.48,3602.67
19-01-2021,1.2129,-0.48,3595.42
20-01-2021,1.2106,-0.48,3624.04
21-01-2021,1.2164,-0.48,3618.35
22-01-2021,1.2171,-0.48,3602.41
25-01-2021,1.2139,-0.48,3553.14
26-01-2021,1.216,-0.47,3592.83
27-01-2021,1.2111,-0.48,3536.38
28-01-2021,1.2122,-0.48,3557.04
29-01-2021,1.2136,-0.48,3481.44
01-02-2021,1.206,-0.48,3530.85
02-02-2021,1.2044,-0.48,3590.46
03-02-2021,1.2036,-0.47,3609.75
04-02-2021,1.1964,-0.48,3642.12
05-02-2021,1.2046,-0.48,3655.77
08-02-2021,1.205,-0.48,3665.51
09-02-2021,1.2119,-0.48,3661.13
10-02-2021,1.2118,-0.48,3648.37
11-02-2021,1.213,-0.48,3671.68
12-02-2021,1.212,-0.48,3695.61
15-02-2021,1.2129,-0.48,3734.2
16-02-2021,1.2106,-0.48,3726.4
17-02-2021,1.2038,-0.48,3699.85
18-02-2021,1.2092,-0.48,3681.04
19-02-2021,1.2119,-0.48,3713.46
22-02-2021,1.2157,-0.48,3699.85
23-02-2021,1.215,-0.48,3689.1
24-02-2021,1.2166,-0.48,3705.99
25-02-2021,1.2175,-0.48,3685.28
26-02-2021,1.2075,-0.48,3636.44
01-03-2021,1.2049,-0.48,3706.62
02-03-2021,1.2091,-0.48,3707.72
03-03-2021,1.2063,-0.48,3712.78
04-03-2021,1.1969,-0.48,3704.85
05-03-2021,1.1915,-0.48,3669.54
08-03-2021,1.1847,-0.47,3763.24
09-03-2021,1.1901,-0.48,3786.05
10-03-2021,1.1929,-0.48,3819.92
11-03-2021,1.1986,-0.48,3845.64
12-03-2021,1.1953,-0.48,3833.36
15-03-2021,1.1929,-0.48,3829.84
16-03-2021,1.1903,-0.48,3850.96
17-03-2021,1.1979,-0.48,3849.74
18-03-2021,1.1915,-0.48,3867.54
19-03-2021,1.1904,-0.48,3837.02
22-03-2021,1.1933,-0.48,3833.84
23-03-2021,1.1849,-0.48,3827.02
24-03-2021,1.1813,-0.48,3832.55
25-03-2021,1.1764,-0.48,3832.57
26-03-2021,1.1794,-0.48,3866.68
29-03-2021,1.1765,-0.48,3882.87
30-03-2021,1.1717,-0.48,3926.2
31-03-2021,1.173,-0.49,3919.21
01-04-2021,1.1777,-0.48,3945.96
02-04-2021,1.1759,,
05-04-2021,1.1813,,
06-04-2021,1.1876,-0.48,3970.42
07-04-2021,1.1868,-0.48,3956.77
08-04-2021,1.1914,-0.48,3977.83
09-04-2021,1.1899,-0.48,3978.84
12-04-2021,1.1911,-0.48,3961.9
13-04-2021,1.1948,-0.48,3966.99
14-04-2021,1.198,-0.48,3976.28
15-04-2021,1.1967,-0.48,3993.43
16-04-2021,1.1983,-0.48,4032.99
19-04-2021,1.2037,-0.48,4019.91
20-04-2021,1.2036,-0.48,3940.46
21-04-2021,1.2035,-0.48,3976.41
22-04-2021,1.2015,-0.48,4014.8
23-04-2021,1.2097,-0.48,4013.34
26-04-2021,1.2086,-0.48,4020.83
27-04-2021,1.2091,-0.48,4011.91
28-04-2021,1.2126,-0.48,4015.03
29-04-2021,1.2121,-0.48,3996.9
30-04-2021,1.202,-0.48,3974.74
03-05-2021,1.2064,-0.48,4000.25
04-05-2021,1.2014,-0.48,3924.8
05-05-2021,1.2005,-0.48,4002.79
06-05-2021,1.2065,-0.48,3999.44
07-05-2021,1.2166,-0.48,4034.25
10-05-2021,1.2129,-0.48,4023.35
11-05-2021,1.2148,-0.48,3946.06
12-05-2021,1.2072,-0.48,3947.43
13-05-2021,1.2081,-0.48,3952.45
14-05-2021,1.2141,-0.48,4017.44
17-05-2021,1.2152,-0.48,4006.84
18-05-2021,1.2222,-0.47,4005.34
19-05-2021,1.2175,-0.48,3936.74
20-05-2021,1.2228,-0.48,3999.91
21-05-2021,1.2182,-0.48,4025.78
24-05-2021,1.2216,-0.48,4035.58
25-05-2021,1.225,-0.48,4036.04
26-05-2021,1.2192,-0.48,4031.67
27-05-2021,1.2195,-0.48,4039.21
28-05-2021,1.2192,-0.48,4070.56
31-05-2021,1.2227,-0.49,4039.46
01-06-2021,1.2213,-0.48,4071.75
02-06-2021,1.2211,-0.48,4088.5
03-06-2021,1.2127,-0.48,4079.24
04-06-2021,1.2167,-0.48,4089.38
07-06-2021,1.219,-0.48,4097.65
08-06-2021,1.2173,-0.48,4096.01
09-06-2021,1.218,-0.48,4096.85
10-06-2021,1.217,-0.48,4096.07
11-06-2021,1.2109,-0.48,4126.7
14-06-2021,1.212,-0.48,4132.67
15-06-2021,1.2126,-0.48,4143.52
16-06-2021,1.1995,-0.48,4151.76
17-06-2021,1.1907,-0.48,4158.14
18-06-2021,1.1864,-0.48,4083.37
21-06-2021,1.1919,-0.48,4112.33
22-06-2021,1.194,-0.48,4123.13
23-06-2021,1.1926,-0.48,4075.94
24-06-2021,1.1932,-0.48,4122.43
25-06-2021,1.1935,-0.48,4120.66
28-06-2021,1.1925,-0.48,4089.91
29-06-2021,1.1897,-0.48,4107.51
30-06-2021,1.1858,-0.5,4064.3
01-07-2021,1.185,-0.48,4078.89
02-07-2021,1.1865,-0.48,4084.31
05-07-2021,1.1864,-0.48,4087.37
06-07-2021,1.1824,-0.48,4052.67
07-07-2021,1.179,-0.48,4078.53
08-07-2021,1.1845,-0.48,3991.66
09-07-2021,1.1876,-0.48,4068.09
12-07-2021,1.1861,-0.48,4093.38
13-07-2021,1.1776,-0.48,4094.56
14-07-2021,1.1837,-0.48,4099.5
15-07-2021,1.1812,-0.48,4056.39
16-07-2021,1.1806,-0.48,4035.77
19-07-2021,1.18,-0.48,3928.53
20-07-2021,1.1781,-0.48,3956.34
21-07-2021,1.1794,-0.48,4026.68
22-07-2021,1.1771,-0.48,4059.05
23-07-2021,1.1771,-0.48,4109.1
26-07-2021,1.1803,-0.48,4102.59
27-07-2021,1.1817,-0.48,4064.83
28-07-2021,1.1845,-0.48,4103.03
29-07-2021,1.1887,-0.48,4116.77
30-07-2021,1.187,-0.49,4089.3
02-08-2021,1.187,-0.48,4116.62
03-08-2021,1.1864,-0.48,4117.95
04-08-2021,1.1837,-0.48,4144.9
05-08-2021,1.1834,-0.48,4161.08
06-08-2021,1.1762,-0.48,4174.54
09-08-2021,1.1737,-0.48,4177.15
10-08-2021,1.172,-0.48,4187.82
11-08-2021,1.1739,-0.48,4206.33
12-08-2021,1.173,-0.48,4226.33
13-08-2021,1.1797,-0.48,4229.7
16-08-2021,1.1778,-0.48,4202.44
17-08-2021,1.171,-0.48,4196.4
18-08-2021,1.1711,-0.48,4189.42
19-08-2021,1.1675,-0.48,4124.71
20-08-2021,1.1698,-0.48,4147.5
23-08-2021,1.1745,-0.48,4176.42
24-08-2021,1.1756,-0.48,4178.08
25-08-2021,1.1772,-0.48,4181.12
26-08-2021,1.1752,-0.48,4169.87
27-08-2021,1.1795,-0.48,4190.98
30-08-2021,1.1797,-0.48,4198.8
31-08-2021,1.1809,-0.48,4196.41
01-09-2021,1.1839,-0.48,4227.27
02-09-2021,1.1875,-0.48,4232.1
03-09-2021,1.188,-0.48,4201.98
